Year,Player,Age,Hometown,Home State,Tm,Height (inches),Weight,College,Conference,College wins,College losses,DOB,Draft Round,Draft Year
2005,Bam Childress,23,Warrensville Heights,OH,NWE,70,185,Ohio St.,Big Ten,138,41,3/31/1982,0,0
2012,Ben Hartsock,32,Chillicothe,OH,CAR,76,264,Ohio St.,Big Ten,138,41,9/20/1900,3,2004
2008,Ben Hartsock,28,Chillicothe,OH,ATL,76,264,Ohio St.,Big Ten,138,41,7/5/1980,3,2004
2004,Ben Hartsock,24,Chillicothe,OH,IND,76,264,Ohio St.,Big Ten,138,41,7/5/1980,3,2004
2003,Jonathan Wells,24,River Ridge,LA,HOU,73,252,Ohio St.,Big Ten,138,41,7/21/1979,4,2002
2001,Ken-Yon Rambo,23,Cerritos,CA,DAL,73,195,Ohio St.,Big Ten,138,41,10/4/1978,7,2001
2011,Mark Clayton,29,Oklahoma City,OK,STL,12,193,Oklahoma,Big 12,160,39,7/2/1982,1,2005
2006,Travis Wilson,22,Carrollton,TX,CLE,73,210,Oklahoma,Big 12,160,39,2/11/1984,3,2006
2008,Billy Bajema,26,Oklahoma City,OK,SFO,77,261,Oklahoma St.,Big 12,113,73,10/31/1982,7,2005
2001,Thabiti Davis,26,Charlotte,NC,NYG,74,205,Olympic,#N/A,#N/A,#N/A,3/24/1975,0,0
2002,Akili Smith,27,San Diego,CA,CIN,75,220,Oregon,Pac 12,143,47,8/21/1975,1,1999
2001,Akili Smith,26,San Diego,CA,CIN,75,220,Oregon,Pac 12,143,47,8/21/1975,1,1999
2000,Damon Griffin,24,Los Angeles,CA,CIN,69,186,Oregon,Pac 12,143,47,6/14/1976,0,0
2001,Jeff Thomason,32,San Diego,CA,PHI,77,255,Oregon,Pac 12,143,47,12/30/1969,0,0
2005,Patrick Johnson,29,Gainesville,GA,BAL,70,186,Oregon,Pac 12,143,47,8/10/1976,2,1998
2010,Derrick Williams,24,Washington,DC,DET,71,197,Penn St.,Big Ten,15,68,7/6/1986,3,2009
2006,John Bronson,24,Kent,WA,ARI,75,260,Penn St.,Big Ten,15,68,7/8/1982,0,0
2013,Michael Robinson,30,Richmond,VA,SEA,73,225,Penn St.,Big Ten,15,68,2/6/1983,4,2006
2006,Sean McHugh,24,Springfield,MA,DET,77,265,Penn St.,Big Ten,15,68,5/27/1982,7,2004
2005,Tony Stewart,26,Lohne,Germany,CIN,77,260,Penn St.,Big Ten,15,68,8/9/1979,5,2001
2000,Alex Van Pelt,30,Pittsburgh,PA,BUF,73,220,Pittsburgh,ACC,106,80,5/1/1970,0,1993
2013,Dorin Dickerson,25,Oakdale,PA,DET,74,230,Pittsburgh,ACC,106,80,3/31/1988,7,2010
2013,Jonathan Baldwin,24,Aliquippa,PA,SFO,76,225,Pittsburgh,ACC,106,80,8/10/1989,1,2011
2013,LaRod Stephens-Howling,26,Johnston,PA,PIT,67,180,Pittsburgh,ACC,106,80,4/26/1987,7,2009
2010,Nate Byham,22,Franklin,PA,SFO,76,268,Pittsburgh,ACC,106,80,6/27/1988,6,2010
2008,Tony Curtis,25,Seaside,CA,DAL,77,265,Portland St.,Big Sky,#N/A,#N/A,11/11/1983,0,0
2013,James Casey,29,Fort Worth,TX,PHI,75,235,Rice,Conference USA,76,104,9/22/1984,5,2009
1999,James Jenkins,32,Staten Island,NY,WAS,74,243,Rutgers,Big Ten,87,96,8/17/1967,0,0
2011,Kevin Brock,25,Parsippany,NJ,BUF,77,315,Rutgers,Big Ten,87,96,4/9/1986,0,0
2009,L.J. Smith,29,New Brunswick,NJ,BAL,75,258,Rutgers,Big Ten,87,96,5/13/1980,2,2003
2004,Mike McMahon,25,Wexford,PA,DET,74,215,Rutgers,Big Ten,87,96,2/8/1979,5,2001
2003,Mike McMahon,24,Wexford,PA,DET,74,0,Rutgers,Big Ten,87,96,2/8/1979,5,2001
2011,Tiquan Underwood,24,New Brunswick,NJ,NWE,73,175,Rutgers,Big Ten,87,96,2/17/1987,7,2009
2002,Daimon Shelton,30,Duarte,CA,CHI,73,262,Sacramento St.,Big Sky,#N/A,#N/A,9/15/1972,6,1997
2008,Glenn Martinez,27,Auburndale,FL,DEN,73,183,Saginaw Valley St.,Division II,#N/A,#N/A,11/30/1981,0,0
2001,Matt Dominguez,23,Georgetown,TX,DEN,74,219,Sam Houston St.,Southland,#N/A,#N/A,6/27/1978,0,0
2005,Kassim Osgood,25,Boston,MA,SDG,77,209,San Diego St.,Mountain West,77,104,5/20/1980,0,0
2006,Edell Shepherd,26,Los Angeles,CA,HOU,73,175,San Jose St.,Mountain West,72,107,5/18/1980,0,0
2013,Dominique Jones,26,San Diego,CA,2TM,75,255,Shepherd,#N/A,#N/A,#N/A,8/15/1987,0,0
2006,John Kuhn,24,York,PA,PIT,73,255,Shippensburg,#N/A,#N/A,#N/A,9/9/1982,0,0
2006,Andrew Pinnock,26,Hartford,CT,SDG,70,260,South Carolina,SEC,110,76,3/12/1980,7,2003
2004,Rod Trafford,26,Morristown,NJ,BUF,75,250,South Carolina,SEC,110,76,11/29/1978,0,0
2000,Troy Hambrick,24,Lacoochee,FL,DAL,73,233,South Carolina,SEC,110,76,11/6/1976,0,0
2009,Troy Williamson,26,Aiken,SC,JAX,73,203,South Carolina,SEC,110,76,4/30/1983,1,2005
2011,Carlton Mitchell,23,Gainesville,FL,CLE,76,212,South Florida,American,86,71,4/6/1988,6,2010
2010,Shawn Nelson,25,Baton Rouge,LA,BUF,76,238,Southern Miss,Conference USA,104,85,10/5/1985,4,2009
2011,Jim Dray,25,Paramus,NJ,ARI,77,253,Stanford,Pac 12,101,81,12/31/1986,7,2010
2011,Ryan Whalen,22,Alamo,CA,CIN,73,204,Stanford,Pac 12,101,81,7/26/1989,6,2011
2006,Dee Brown,28,Clearwater,FL,KAN,70,209,Syracuse,ACC,81,101,5/12/1978,6,2001
2002,Cedric James,23,Fort Worth,TX,MIN,73,199,TCU,Big 12,138,49,3/19/1979,4,2001
2001,Pat Batteaux,23,Houston,TX,SDG,73,195,TCU,Big 12,138,49,4/18/1978,0,0
2013,Skye Dawson,23,0,,TAM,69,183,TCU,Big 12,138,49,1/0/1900,0,0
2002,Phillip Crosby,26,Bessemer City,NC,BUF,73,242,Tennessee,SEC,113,75,11/5/1976,0,0
1999,Detron Smith,25,Dallas,TX,DEN,70,229,Texas A&M,SEC,107,79,2/25/1974,3,1996
2008,Robert Ferguson,29,Houston,TX,MIN,73,209,Texas A&M,SEC,107,79,12/17/1979,2,2001
2001,Hunter Goodwin,29,Bellville,TX,MIA,77,268,Texas A&M-Kingsville,#N/A,#N/A,#N/A,10/10/1972,4,1996
2012,Kris Adams,25,Fort Worth,TX,IND,75,194,Texas-El Paso,Conference USA,69,112,7/12/1900,0,0
2008,Jalen Parmele,23,Midland,MI,BAL,73,224,Toledo,MAC,112,72,12/30/1985,6,2008
2012,Jerrel Jernigan,23,Eufaula,AL,NYG,69,181,Troy,Sun Belt,83,75,6/29/1900,3,2011
2000,Bubby Brister,38,Alexandria,LA,MIN,75,205,Tulane,American,60,119,8/15/1962,0,1986
2001,Jerald Sowell,27,Baton Rouge,LA,NYJ,73,237,Tulane,American,60,119,1/21/1974,7,1997
2007,Garrett Mills,24,Tulsa,OK,MIN,73,230,Tulsa,American,96,93,10/12/1983,4,2006
2011,J.P. Losman,30,Venice,CA,MIA,75,220,UCLA,Pac 12,100,88,3/12/1981,1,0
2011,Jordan Cameron,23,Newbury Park,CA,CLE,77,244,USC,Pac 12,129,49,8/7/1988,4,2011
2000,Larry Parker,24,Bakersfield,CA,KAN,73,205,USC,Pac 12,129,49,7/14/1976,0,1999
2012,Matt Leinart,29,Santa Ana,CA,OAK,77,0,USC,Pac 12,129,49,1/0/1900,1,2006
2010,Patrick Turner,23,Nashville,TN,NYJ,77,221,USC,Pac 12,129,49,5/19/1987,3,2009
2009,Alex Smith,27,Seattle,WA,PHI,76,0,Utah,Pac 12,123,61,5/7/1984,1,2005
2010,Quinton Ganther,26,Oakland,CA,2TM,70,215,Utah,Pac 12,123,61,7/15/1984,7,2006
2002,Todd Yoder,24,New Palestine,IN,TAM,76,250,Vanderbilt,SEC,65,114,3/18/1978,0,0
2003,Chris Luzar,24,Newport News,VA,JAX,79,262,Virginia,ACC,90,95,2/12/1979,4,2002
2013,John Phillips,26,Lowmoor,VA,SDG,77,250,Virginia,ACC,90,95,6/11/1987,6,2009
2010,Kevin Ogletree,23,Queens,NY,DAL,74,190,Virginia,ACC,90,95,8/5/1987,0,0
2008,David Clowney,23,Long Island,NY,NYJ,73,190,Virginia Tech,ACC,147,50,7/7/1985,5,2007
2008,Ernest Wilford,29,Richmond,VA,MIA,76,218,Virginia Tech,ACC,147,50,1/14/1979,4,0
2012,Jarrett Boykin,23,Chattanooga,TN,GNB,74,216,Virginia Tech,ACC,147,50,8/3/1900,0,0
2006,Ricky Proehl,38,Bronx,NY,IND,73,190,Wake Forest,ACC,86,96,3/7/1968,3,1990
2012,Jermaine Kearse,22,Lakewood,WA,SEA,73,212,Washington,Pac 12,86,98,7/30/1900,0,0
2000,Alfred Pupunu,31,0,,DET,74,260,Weber St.,Big Sky,#N/A,#N/A,1/0/1900,0,0
2011,Anthony Becht,34,Drexel Hill,PA,KAN,77,272,West Virginia,Big 12,120,67,8/8/1977,1,2000
2006,David Patten,32,Columbia,SC,WAS,70,190,West. Carolina,Southern,#N/A,#N/A,8/19/1974,0,0
2003,Frisman Jackson,24,Chicago,IL,CLE,75,215,West. Illinois,Missouri Valley,#N/A,#N/A,6/12/1979,0,0
2013,Bradie Ewing,24,0,,ATL,73,239,Wisconsin,Big Ten,135,60,1/0/1900,5,2012
2004,Brooks Bollinger,25,Grand Forks,ND,NYJ,73,205,Wisconsin,Big Ten,135,60,11/15/1979,6,2003
1999,Cecil Martin,24,Chicago,IL,PHI,73,235,Wisconsin,Big Ten,135,60,7/8/1975,6,1999
2005,Chris Hetherington,33,North Branford,CT,SFO,75,245,Yale,Ivy,#N/A,#N/A,11/27/1972,0,0
2004,Chris Hetherington,32,North Branford,CT,OAK,75,245,Yale,Ivy,#N/A,#N/A,11/27/1972,0,0
2013,Joe Webb,27,Birmingham,AL,MIN,76,220,#N/A,#N/A,#N/A,#N/A,11/14/1986,6,2010
2013,Chad Hall,27,Atlanta,GA,KAN,68,180,0,#N/A,#N/A,#N/A,5/23/1986,0,0
2012,Hayden Smith,27,Penrith,Australia,NYJ,78,255,0,#N/A,#N/A,#N/A,9/11/1900,0,0
2013,Tori Gurley,26,0,,CLE,76,216,0,#N/A,#N/A,#N/A,1/0/1900,0,0
2013,Bernard Scott,29,Wichita Falls,TX,2TM,70,200,Abilene Christian,Southland,#N/A,#N/A,2/10/1984,6,2009
2005,Jerome Pathon,30,Capetown,South,ATL,73,195,Acadia (Canada),#N/A,#N/A,#N/A,12/16/1975,2,1998
2002,Reggie Barlow,29,Montgomery,AL,TAM,73,190,Alabama St.,SWAC,#N/A,#N/A,1/22/1973,4,1996
2010,Fendi Onobun,24,Houston,TX,STL,78,249,Arizona,Pac 12,82,99,11/17/1986,6,2010
2002,Mike Lucky,27,Antioch,CA,DAL,78,280,Arizona,Pac 12,82,99,11/23/1975,7,1999
2007,Andrew Walter,25,Phoenix,AZ,OAK,78,230,Arizona St.,Pac 12,101,86,5/11/1982,3,2005
2009,Mike Karney,28,San Jose,CA,STL,71,254,Arizona St.,Pac 12,101,86,7/6/1981,5,2004
2005,Steve Bush,31,Paradise Valley,AZ,SFO,75,280,Arizona St.,Pac 12,101,86,7/4/1974,0,0
2008,Terrelle Smith,30,West Covina,CA,ARI,73,246,Arizona St.,Pac 12,101,86,3/12/1978,4,2000
2003,Joe Davenport,27,Springdale,AR,IND,78,268,Arkansas,SEC,107,80,10/29/1976,0,0
2007,Jon Bradley,26,West Helena,AR,DET,73,302,Arkansas St.,Sun Belt,80,100,1/13/1981,0,0
2012,Collin Mooney,26,Katy,TX,TEN,70,247,Army,Independent,43,134,9/3/1900,0,0
2004,Lorenzo Diamond,25,Biloxi,MS,ARI,75,260,Auburn,SEC,130,61,12/15/1979,0,0
2002,Robert Baker,26,Gainesville,FL,MIA,71,200,Auburn,SEC,130,61,5/14/1976,0,0
2005,Bryan Johnson,27,Los Angeles,CA,CHI,73,245,Boise St.,Mountain West,165,29,1/18/1978,0,0
2007,Derek Schouman,22,Sandy,UT,BUF,74,247,Boise St.,Mountain West,165,29,3/11/1985,7,2007
2008,Steve Sanders,26,Cleveland,OH,CLE,75,201,Bowling Green,MAC,100,83,12/23/1982,0,0
2008,Daniel Coats,24,Layton,UT,CIN,75,257,BYU,Independent,122,67,4/16/1984,0,0
2005,Gabe Reid,28,Pago Pago,American,CHI,76,260,BYU,Independent,122,67,5/28/1977,0,0
2007,Naufahu Tahi,26,Fontana,CA,MIN,73,230,BYU,Independent,122,67,10/30/1981,0,0
2009,Ramses Barden,23,Altadena,CA,NYG,78,227,Cal Poly-San Luis Obispo,Big Sky,#N/A,#N/A,1/1/1986,3,0
2013,Jack Doyle,23,0,,IND,77,254,Cathedral,#N/A,#N/A,#N/A,1/0/1900,0,0
2007,Alex Haynes,25,Tallahassee,FL,CAR,12,223,Central Florida,American,99,86,2/13/1982,0,0
2006,Antonio Chatman,27,Jackson,AL,CIN,69,177,Cincinnati,American,114,74,2/12/1979,0,0
2010,Tony Pike,24,Cincinnati,OH,CAR,77,212,Cincinnati,American,114,74,3/10/1986,6,2010
2001,Lamont Hall,27,Clover,SC,NOR,76,260,Clemson,ACC,123,68,11/16/1974,0,0
2006,Rod Gardner,29,Jacksonville,FL,KAN,74,213,Clemson,ACC,123,68,10/26/1977,1,2001
2006,Christian Fauria,35,Northridge,CA,WAS,76,250,Colorado,Pac 12,78,108,9/22/1971,2,1995
2005,Kordell Stewart,33,New Orleans,LA,BAL,73,0,Colorado,Pac 12,78,108,10/16/1972,2,1995
2006,Quinn Sypniewski,24,Des Moines,IA,BAL,78,265,Colorado,Pac 12,78,108,4/14/1982,5,2006
2010,Caleb Hanie,25,Dallas,TX,CHI,74,0,Colorado St.,Mountain West,87,98,9/11/1985,0,0
2013,Kory Sperry,28,Pueblo,CO,ARI,76,242,Colorado St.,Mountain West,87,98,4/10/1985,0,0
2012,Dan Orlovsky,29,Bridgeport,CT,TAM,77,0,Connecticut,American,83,86,1/0/1900,5,2005
2004,Ben Watson,24,Norfolk,VA,NWE,75,255,Duke,ACC,44,134,12/18/1980,1,0
2005,Vonta Leach,24,Lumberton,NC,GNB,73,246,East Carolina,American,97,90,11/6/1981,0,0
2002,Jason Dunn,29,Harrodsburg,KY,KAN,78,276,East. Kentucky,Ohio Valley,#N/A,#N/A,11/15/1973,2,1996
2003,Kevin Walter,22,Lake Forest,IL,CIN,75,221,East. Michigan,MAC,43,132,8/4/1981,7,2003
2008,Chad Jackson,23,Birmingham,AL,DEN,73,205,Florida,SEC,139,55,3/6/1985,2,2006
1999,Chris Doering,26,Gainesville,FL,DEN,76,202,Florida,SEC,139,55,5/19/1973,6,1996
2006,Kelvin Kight,24,Atlanta,GA,NWE,73,209,Florida,SEC,139,55,7/2/1982,0,0
2013,Mike Gillislee,23,0,,MIA,71,208,Florida,SEC,139,55,1/0/1900,5,2013
2013,Percy Harvin,25,Chesapeake,VA,SEA,71,200,Florida,SEC,139,55,5/28/1988,1,2009
2000,Amp Lee,29,Chipley,FL,PHI,71,200,Florida St.,ACC,130,54,10/1/1971,0,1992
2002,Chris Weinke,30,St. Paul,MN,CAR,76,232,Florida St.,ACC,130,54,7/31/1972,4,2001
2005,Paul Irons,22,New Orleans,LA,CLE,74,242,Florida St.,ACC,130,54,12/23/1983,0,0
2004,Talman Gardner,24,New Orleans,LA,NOR,73,205,Florida St.,ACC,130,54,3/10/1980,7,2003
2005,Travis Minor,26,New Orleans,LA,MIA,70,205,Florida St.,ACC,130,54,6/30/1979,3,2001
2000,Reggie Brown,27,Highland Park,MI,SEA,73,244,Fresno St.,Mountain West,121,74,6/26/1973,0,1996
2001,Luther Broughton,27,Charleston,SC,CAR,74,248,Furman,Southern,#N/A,#N/A,11/30/1974,5,0
2008,Danny Ware,23,Rockmart,GA,NYG,73,225,Georgia,SEC,142,53,2/18/1985,0,0
2012,Kregg Lumpkin,28,Albany,GA,NYG,71,222,Georgia,SEC,142,53,8/9/1900,0,0
2009,Verron Haynes,30,New York,NY,ATL,70,223,Georgia,SEC,142,53,2/17/1979,5,2002
2005,Walter Williams,28,Baton Rouge,LA,GNB,73,206,Grambling St.,SWAC,#N/A,#N/A,9/8/1977,0,0
2007,Jerome Mathis,24,Petersburg,VA,HOU,12,181,Hampton,MEAC,#N/A,#N/A,7/26/1983,4,2005
2011,Alex Green,23,Portland,OR,GNB,73,220,Hawaii,Mountain West,109,86,6/23/1988,3,2011
2010,Reagan Maui'a,26,0,,ARI,73,260,Hawaii,Mountain West,109,86,1/0/1900,6,2007
2010,Kareem Huggins,24,Irvington,NJ,TAM,69,198,Hofstra,Colonial Athletic Association,#N/A,#N/A,5/24/1986,0,0
2009,Jackie Battle,26,Houston,TX,KAN,74,238,Houston,American,98,88,10/1/1983,0,0
1999,Jermaine Williams,26,Greenville,NC,OAK,71,235,Houston,American,98,88,8/14/1973,0,0
2002,Yo Murphy,29,San Pedro,CA,STL,70,187,Idaho,Sun Belt,48,130,5/11/1973,0,0
2009,Carey Davis,28,St. Louis,MO,PIT,70,225,Illinois,Big Ten,73,107,3/27/1981,0,0
2006,Fred Wakefield,28,Tuscola,IL,ARI,79,288,Illinois,Big Ten,73,107,9/17/1978,0,0
2008,Jameel Cook,29,Miami,FL,TAM,70,237,Illinois,Big Ten,73,107,2/8/1979,6,2001
2009,Jason Davis,26,St. Louis,MO,CLE,70,245,Illinois,Big Ten,73,107,11/2/1983,0,0
2004,Matt Cushing,29,South Bend,IN,PIT,76,255,Illinois,Big Ten,73,107,7/2/1975,0,0
2000,Matt Cushing,25,South Bend,IN,PIT,76,255,Illinois,Big Ten,73,107,7/2/1975,0,0
2006,Walter Young,27,Park Forest,IL,PIT,77,214,Illinois,Big Ten,73,107,12/7/1979,7,2003
2009,Brandon Myers,24,Prairie City,IA,OAK,76,250,Iowa,Big Ten,108,79,9/4/1985,6,2009
2003,Kevin Kasper,26,Hinsdale,IL,ARI,73,197,Iowa,Big Ten,108,79,12/23/1977,6,2001
2012,Dezmon Briscoe,23,Dallas,TX,WAS,75,200,Kansas,Big 12,71,109,7/18/1900,6,2010
2010,Moran Norris,32,Houston,TX,SFO,73,250,Kansas,Big 12,71,109,6/16/1978,4,2001
2008,Moran Norris,30,Houston,TX,DET,73,250,Kansas,Big 12,71,109,6/16/1978,4,2001
2006,Rock Cartwright,27,Conroe,TX,WAS,67,223,Kansas St.,Big 12,118,71,12/3/1979,7,2002
2011,Thomas Clayton,27,Alexandria,VA,CLE,12,225,Kansas St.,Big 12,118,71,4/26/1984,0,0
2010,Thomas Clayton,26,Alexandria,VA,2TM,71,225,Kansas St.,Big 12,118,71,4/26/1984,0,0
2012,Alfonso Smith,25,San Bernardino,CA,ARI,73,208,Kentucky,SEC,71,110,7/26/1900,0,0
2005,Alan Ricard,28,Independence,LA,BAL,71,237,La-Monroe,Sun Belt,65,111,1/17/1977,0,0
2004,Doug Pederson,36,Bellingham,WA,GNB,75,220,La-Monroe,Sun Belt,65,111,1/31/1968,0,0
1999,Rabih Abdullah,24,Martinsville,VA,TAM,73,220,Lehigh,Patriot League,#N/A,#N/A,4/27/1975,0,0
2008,Luke McCown,27,Jacksonville,TX,TAM,75,0,Louisiana Tech,Conference USA,86,95,7/12/1981,4,2004
2005,Troy Edwards,28,Shreveport,LA,DET,70,191,Louisiana Tech,Conference USA,86,95,4/7/1977,1,1999
2009,Brian Brohm,24,Louisville,KY,BUF,75,227,Louisville,ACC,127,61,9/23/1985,2,2008
2011,Brock Bolen,26,Germantown,OH,JAX,73,238,Louisville,ACC,127,61,3/24/1985,0,0
2010,Brock Bolen,25,Germantown,OH,JAX,73,238,Louisville,ACC,127,61,3/24/1985,0,0
2005,Richard Owens,25,Gainesville,FL,MIN,76,273,Louisville,ACC,127,61,11/4/1980,0,0
2006,LaBrandon Toefield,26,Independence,LA,JAX,71,232,LSU,SEC,146,48,9/24/1980,4,2003
2012,Matt Flynn,27,Tyler,TX,SEA,74,0,LSU,SEC,146,48,1/0/1900,7,2008
2010,Michael Clayton,28,Baton Rouge,LA,NYG,76,197,LSU,SEC,146,48,10/13/1982,1,2004
2004,Rohan Davey,26,Clarendon,Jamaica,NWE,74,245,LSU,SEC,146,48,4/14/1978,4,2002
2010,Byron Leftwich,30,Washington,DC,PIT,77,0,Marshall,Conference USA,107,80,1/14/1980,1,2003
2005,Darius Watts,24,Atlanta,GA,DEN,74,190,Marshall,Conference USA,107,80,12/19/1981,2,2004
2008,Jeff Dugan,27,Allison Park,PA,MIN,76,261,Maryland,Big Ten,98,86,4/8/1981,7,2004
2003,Nick Luchey,26,Royal Oak,MI,GNB,74,270,Miami (FL),ACC,130,58,3/30/1977,5,1999
2011,Roscoe Parrish,29,Miami,FL,BUF,12,168,Miami (FL),ACC,130,58,7/16/1982,2,2005
2012,Jake O'Connell,27,Naples,FL,KAN,76,255,Miami (OH),MAC,84,99,9/11/1900,7,2009
2011,Clyde Gates,25,Vernon,TX,MIA,12,189,Miami Dolphins,#N/A,#N/A,#N/A,6/13/1986,4,0
2004,Todd Collins,33,Walpole,MA,KAN,76,225,Michigan,Big Ten,124,64,11/5/1971,2,1995
2003,Todd Collins,32,Walpole,MA,KAN,76,0,Michigan,Big Ten,124,64,11/5/1971,2,1995
2001,Todd Collins,30,Walpole,MA,KAN,76,225,Michigan,Big Ten,124,64,11/5/1971,2,1995
1999,Ty Hallock,28,Grand Rapids,MI,CHI,74,252,Michigan St.,Big Ten,112,76,4/30/1971,7,1993
2005,ReShard Lee,25,Brunswick,GA,GNB,70,220,Middle Tenn. St.,Conference USA,#N/A,#N/A,10/12/1980,0,0
2007,Gary Russell,21,Columbus,OH,PIT,12,205,Minnesota,Big Ten,90,96,9/8/1986,0,0
2004,Fred McCrary,32,Naples,FL,ATL,73,247,Mississippi St.,SEC,83,99,9/19/1972,6,1995
2003,Fred McCrary,31,Naples,FL,NWE,73,247,Mississippi St.,SEC,83,99,9/19/1972,6,1995
2010,Jerious Norwood,27,Jackson,MS,ATL,73,205,Mississippi St.,SEC,83,99,7/29/1983,3,2006
2012,Chase Daniel,26,Irving,TX,NOR,73,0,Missouri,SEC,109,78,1/0/1900,0,0
2010,Chase Daniel,24,Irving,TX,NOR,73,0,Missouri,SEC,109,78,10/7/1986,0,0
2008,Martin Rucker,23,St. Joseph,MO,CLE,77,238,Missouri,SEC,109,78,5/4/1985,4,2008
2005,Jimmy Farris,27,Lewiston,ID,WAS,73,200,Montana,Big Sky,#N/A,#N/A,4/13/1978,0,0
2007,Justin Green,25,San Diego,CA,BAL,12,250,Montana,Big Sky,#N/A,#N/A,4/30/1982,5,2005
2006,Justin Green,24,San Diego,CA,BAL,71,250,Montana,Big Sky,#N/A,#N/A,4/30/1982,5,2005
2009,Kyle Eckel,28,Philadelphia,PA,NOR,71,237,Navy,Independent,100,86,12/30/1981,0,0
2011,Virgil Green,23,Tulare Union,CA,DEN,12,0,Nevada-Reno,Mountain West,93,93,8/3/1988,7,2011
2009,Dan Kreider,32,Lancaster,PA,ARI,71,255,New Hampshire,Colonial Athletic Association,#N/A,#N/A,3/11/1977,0,0
2007,Dan Kreider,30,Lancaster,PA,PIT,12,255,New Hampshire,Colonial Athletic Association,#N/A,#N/A,3/11/1977,0,0
2010,Hank Baskett,28,Clovis,NM,2TM,74,220,New Mexico,Mountain West,72,111,9/4/1982,0,0
2009,Wallace Wright,25,Fayetteville,NC,NYJ,73,191,North Carolina,ACC,70,97,2/1/1984,0,0
2001,Alvis Whitted,27,Durham,NC,JAX,73,185,North Carolina St.,ACC,98,88,9/4/1974,7,1998
2001,Chris Coleman,24,Shelby,NC,TEN,73,202,North Carolina St.,ACC,98,88,5/8/1977,0,0
2006,Chad Mustard,29,Central City,NE,DEN,78,288,North Dakota,Big Sky,#N/A,#N/A,10/8/1977,0,0
2004,Jim Kleinsasser,27,Carrington,ND,MIN,75,272,North Dakota,Big Sky,#N/A,#N/A,1/31/1977,2,0
2004,Dedric Ward,30,Cedar Rapids,IA,DAL,69,187,Northern Iowa,Missouri Valley,#N/A,#N/A,9/29/1974,3,0
2005,Ronnie Cruz,24,Long Beach,CA,KAN,73,237,Northern State Univ.,#N/A,#N/A,#N/A,6/11/1981,0,0
1999,D'Wayne Bates,24,Aiken,SC,CHI,74,212,Northwestern,Big Ten,92,92,12/4/1975,3,1999
2013,Jeremy Ebert,24,0,,JAX,71,200,Northwestern,Big Ten,92,92,1/0/1900,7,2012
2007,Brady Quinn,23,Columbus,OH,CLE,76,232,Notre Dame,Independent,112,74,10/27/1984,1,2007
2009,John Owens,29,Washington,DC,SEA,75,266,Notre Dame,Independent,112,74,1/10/1980,5,2002
1999,Malcolm Johnson,22,Washington,DC,PIT,77,215,Notre Dame,Independent,112,74,8/27/1977,5,1999
1999,Pete Chryplewicz,25,Detroit,MI,DET,77,253,Notre Dame,Independent,112,74,4/27/1974,5,1997
2009,Xavier Omon,24,San Diego,CA,BUF,71,226,NW Missouri St.,Mid-America Intercollegiate Athletics Association,#N/A,#N/A,2/15/1985,6,0
2004,Jamar Martin,24,Canton,OH,MIA,71,256,Ohio St.,Big Ten,138,41,4/12/1980,4,2002
2003,Jamar Martin,23,Canton,OH,DAL,71,256,Ohio St.,Big Ten,138,41,4/12/1980,4,2002
2002,Joe Montgomery,26,Robbins,IL,CAR,70,230,Ohio St.,Big Ten,138,41,6/8/1976,2,1999
2009,Brandon Jones,27,Texarkana,TX,SFO,73,208,Oklahoma,Big 12,160,39,10/6/1982,3,2005
2008,Malcolm Kelly,22,Longview,TX,WAS,76,218,Oklahoma,Big 12,160,39,12/30/1986,2,2008
2003,Stephen Alexander,28,Chickasha,OK,SDG,76,246,Oklahoma,Big 12,160,39,11/7/1975,2,1998
2011,Justin Peelle,32,Fresno,CA,SFO,76,255,Oregon,Pac 12,143,47,3/15/1979,4,2002
2002,Justin Peelle,23,Fresno,CA,SDG,76,255,Oregon,Pac 12,143,47,3/15/1979,4,2002
2012,Derek Anderson,29,Portland,OR,CAR,78,0,Oregon St.,Pac 12,111,76,1/0/1900,6,2005
2005,Tim Euhus,25,Eugene,OR,BUF,77,247,Oregon St.,Pac 12,111,76,10/2/1980,4,2004
2009,John Gilmore,30,Marquette,MI,TAM,76,260,Penn St.,Big Ten,15,68,9/21/1979,6,2002
2004,Ki-Jana Carter,31,Westerville,OH,NOR,70,222,Penn St.,Big Ten,15,68,9/12/1973,1,1995
2003,Omar Easy,26,Spanish Town,Jamaica,KAN,74,245,Penn St.,Big Ten,15,68,10/29/1977,4,2002
2008,Sean McHugh,26,Springfield,MA,PIT,77,265,Penn St.,Big Ten,15,68,5/27/1982,7,2004
2003,Darnell Dinkins,26,Pittsburgh,PA,NYG,75,255,Pittsburgh,ACC,106,80,1/20/1977,0,0
2004,Dave Moore,35,Morristown,NJ,TAM,74,250,Pittsburgh,ACC,106,80,11/11/1969,7,1992
2001,Kirk McMullen,24,Imperial,PA,CIN,76,255,Pittsburgh,ACC,106,80,7/19/1977,0,0
2013,Ray Graham,23,0,,2TM,69,199,Pittsburgh,ACC,106,80,1/0/1900,0,0
2010,Tyler Palko,27,Imperial,PA,KAN,73,0,Pittsburgh,ACC,106,80,8/9/1983,0,0
1999,Eddie Watson,23,New Orleans,LA,PHI,73,229,Purdue,Big Ten,92,94,9/29/1976,7,1998
2011,Josh Vaughan,25,Portsmouth,VA,CAR,73,232,Richmond,Colonial Athletic Association,#N/A,#N/A,12/3/1986,0,0
